Handle,Vendor,Command,Title,Body HTML,category_name_en,Tags Command,Status,Published,Published Scope,Gift Card,Row #,Category: ID,Smart Collections,Variant Command,Option1 Name,Option1 Value,Variant Position,Variant SKU,Variant Image,Variant Metafield: custom.variant_main_image [url],Variant Price,Variant Taxable,Variant Inventory Policy,Variant Fulfillment Service,Variant Requires Shipping,Image Position,Inventory Available: 京橋1-12-2,Metafield: title_tag [string],Metafield: custom.price [list.single_line_text_field],Variant Metafield: custom.product_code [single_line_text_field],Variant Metafield: custom.all_ingredients [single_line_text_field],Variant Metafield: custom.color_number [single_line_text_field],Variant Metafield: custom.color_impression [single_line_text_field],Variant Metafield: custom.search_keyword [single_line_text_field],Variant Metafield: custom.how_to_use [json],Variant Metafield: custom.images [list.url],Variant Metafield: custom.product_sku_release_start_date [date],Variant Metafield: custom.pa_value [single_line_text_field],Variant Metafield: custom.spf [single_line_text_field],Variant Metafield: custom.capacity [single_line_text_field],Variant Metafield: custom.color_name [single_line_t/ext_field],Variant Metafield: custom.movie [json],Variant Metafield: custom.product_sku_release_end_date [date],Variant Metafield: custom.color_ball_image [url],Metafield: custom.type_name [list.single_line_text_field],Metafield: custom.product_group_cd [single_line_text_field],Metafield: custom.award_magazine [list.single_line_text_field],Metafield: custom.product_catch_comment [single_line_text_field],Metafield: custom.product_description_text [multi_line_text_field],Metafield: custom.product_description_note3 [multi_line_text_field],Metafield: custom.product_description_note2 [multi_line_text_field],Metafield: custom.product_description_note1 [multi_line_text_field],Metafield: custom.product_sub_catch [multi_line_text_field],Metafield: custom.award_department_name [list.single_line_text_field],Metafield: custom.award_name [list.single_line_text_field],Metafield: custom.modal_btn_text [list.single_line_text_field],Metafield: custom.relation_product_group_cd [list.single_line_text_field],Metafield: custom.product_group_release_start_date [date],Metafield: custom.product_group_release_end_date [date],Variant Metafield: custom.how_to_set [json],Variant Metafield: custom.limit_sku_flg [number_integer],Metafield: custom.limit_group_flg [number_integer]
el-nouvelle-eyes,エレガンス,MERGE,ヌーヴェル アイズ,重ねるほど、美を研ぎ澄ます。優雅に輝く4色のアイカラー,"ポイントメイク,アイメイク,アイカラー・アイシャドウ",REPLACE,Active,TRUE,web,FALSE,1,2692,"ポイントメイク,アイメイク,アイカラー・アイシャドウ",DELETE,色,02,21,AEENEX02,https://api.albion.co.jp/storage/image/product/elegance/elegance/sku/aeenex02/aeenex02__main.png?update=2020-06-0817:49:40,https://api.albion.co.jp/storage/image/product/elegance/elegance/sku/aeenex02/aeenex02__main.png?update=2020-06-0817:49:40,5500,TRUE,continue,manual,FALSE,21,Stocked,ヌーヴェル アイズ,"[""6050""]",AEENEX02,タルク・合成金雲母・水添ポリイソブテン・ミネラルオイル・リンゴ酸ジイソステアリル・ジメチコン・ワセリン・セスキステアリン酸ソルビタン・アンズ核油・センチフォリアバラ花エキス・ツバキ油・トコフェロール・ラベンダー花エキス・ローズマリーエキス・BG・PET・シリカ・トリエトキシカプリリルシラン・ホウケイ酸（Ca／Al）・メタクリル酸メチルクロスポリマー・ラウリン酸亜鉛・酸化スズ・水・メチルパラベン・香料・（＋／－）・グンジョウ・マイカ・酸化チタン・酸化亜鉛・酸化鉄,02,奥行があり上品で落ち着いた印象,"eye,EYECOLOR,NOUVELLEEYES,POINTMAKEUP,〈あいからー〉,〈アイカラー〉,〈ｱｲｶﾗｰ〉,あいしゃどう,あいしゃどー,あいめいく,ぬーう゛ぇるあいず,アイシャドウ,アイシャドー,アイメイク,ヌーベル ヌーベルアイズ,ＥＹＥ,ＥＹＥＣＯＬＯＲ,ＮＯＵＶＥＬＬＥＥＹＥＳ,ＰＯＩＮＴＭＡＫＥＵＰ,ｱｲｼｬﾄﾞｰ,ｱｲｼｬﾄﾞｳ,ｱｲﾒｲｸ,ﾇｰｳﾞｪﾙｱｲｽﾞ,ﾇｰﾍﾞﾙ,ﾇｰﾍﾞﾙｱｲｽﾞ","{""how_to_use"": [{""text"": ""専用のチップまたはブラッシュに適量をとり、手の甲で軽くなじませてから、まぶたにのばします。"", ""image"": """", ""movie"": """", ""remarks"": """", ""image_catch"": """", ""image_explan"": """"}]}",,2013-08-01,,,,,,,https://api.albion.co.jp/storage/image/product/elegance/elegance/sku/aeenex02/swatch/aeenex02__0001.png,アイカラー,GROUP-AEENEX,,,,,,"<p>別売で、<a href=""https://www.elegance-cosmetics.com/products/el-tip-and-brush"">エレガンス チップ&amp;ブラッシュ [アイカラー用]</a>もございます。</p>",,,,"[""成分表示"", ""使用方法"", ""セット方法""]","[""GROUP-AEENZK""]",2019-08-18,,,0,0
el-nouvelle-eyes,エレガンス,MERGE,ヌーヴェル アイズ,重ねるほど、美を研ぎ澄ます。優雅に輝く4色のアイカラー,"ポイントメイク,アイメイク,アイカラー・アイシャドウ",REPLACE,Active,TRUE,web,FALSE,2,2692,"ポイントメイク,アイメイク,アイカラー・アイシャドウ",DELETE,色,03,20,AEENEX03,https://api.albion.co.jp/storage/image/product/elegance/elegance/sku/aeenex03/aeenex03__main.png?update=2020-06-0817:49:40,https://api.albion.co.jp/storage/image/product/elegance/elegance/sku/aeenex03/aeenex03__main.png?update=2020-06-0817:49:40,5500,TRUE,continue,manual,FALSE,20,Stocked,ヌーヴェル アイズ,"[""6050""]",AEENEX03,タルク・合成金雲母・水添ポリイソブテン・ミネラルオイル・リンゴ酸ジイソステアリル・ジメチコン・セスキステアリン酸ソルビタン・ワセリン・アンズ核油・センチフォリアバラ花エキス・ツバキ油・トコフェロール・ラベンダー花エキス・ローズマリーエキス・BG・PET・トリエトキシカプリリルシラン・ホウケイ酸（Ca／Al）・メタクリル酸メチルクロスポリマー・酸化スズ・水・メチルパラベン・香料・（＋／－）・グンジョウ・マイカ・酸化チタン・酸化亜鉛・酸化鉄・水酸化Al・黄4,03,渋みと深みを醸し出すリッチな印象,"eye,EYECOLOR,NOUVELLEEYES,POINTMAKEUP,〈あいからー〉,〈アイカラー〉,〈ｱｲｶﾗｰ〉,あいしゃどう,あいしゃどー,あいめいく,ぬーう゛ぇるあいず,アイシャドウ,アイシャドー,アイメイク,ヌーベル ヌーベルアイズ,ＥＹＥ,ＥＹＥＣＯＬＯＲ,ＮＯＵＶＥＬＬＥＥＹＥＳ,ＰＯＩＮＴＭＡＫＥＵＰ,ｱｲｼｬﾄﾞｰ,ｱｲｼｬﾄﾞｳ,ｱｲﾒｲｸ,ﾇｰｳﾞｪﾙｱｲｽﾞ,ﾇｰﾍﾞﾙ,ﾇｰﾍﾞﾙｱｲｽﾞ","{""how_to_use"": [{""text"": ""専用のチップまたはブラッシュに適量をとり、手の甲で軽くなじませてから、まぶたにのばします。"", ""image"": """", ""movie"": """", ""remarks"": """", ""image_catch"": """", ""image_explan"": """"}]}",,2013-08-01,,,,,,,https://api.albion.co.jp/storage/image/product/elegance/elegance/sku/aeenex03/swatch/aeenex03__0001.png,アイカラー,GROUP-AEENEX,,,,,,"<p>別売で、<a href=""https://www.elegance-cosmetics.com/products/el-tip-and-brush"">エレガンス チップ&amp;ブラッシュ [アイカラー用]</a>もございます。</p>",,,,"[""成分表示"", ""使用方法"", ""セット方法""]","[""GROUP-AEENZK""]",2019-08-18,,,0,0
el-nouvelle-eyes,エレガンス,MERGE,ヌーヴェル アイズ,重ねるほど、美を研ぎ澄ます。優雅に輝く4色のアイカラー,"ポイントメイク,アイメイク,アイカラー・アイシャドウ",REPLACE,Active,TRUE,web,FALSE,3,2692,"ポイントメイク,アイメイク,アイカラー・アイシャドウ",MERGE,色,06,19,AEENEX06,https://api.albion.co.jp/storage/image/product/elegance/elegance/sku/aeenex06/aeenex06__main.png?update=2020-06-0817:49:40,https://api.albion.co.jp/storage/image/product/elegance/elegance/sku/aeenex06/aeenex06__main.png?update=2020-06-0817:49:40,5500,TRUE,continue,manual,FALSE,19,Stocked,ヌーヴェル アイズ,"[""6050""]",AEENEX06,タルク・合成金雲母・水添ポリイソブテン・ミネラルオイル・ホウケイ酸（Ca／Al）・セスキステアリン酸ソルビタン・アンズ核油・センチフォリアバラ花エキス・ツバキ油・トコフェロール・ラベンダー花エキス・ローズマリーエキス・BG・酸化スズ・水・メチルパラベン・香料・（＋／－）・（PET／ポリメタクリル酸メチル）ラミネート・グンジョウ・マイカ・酸化チタン・酸化鉄・水酸化Al,06,宝石のように光輝く華やかな印象,"eye,EYECOLOR,NOUVELLEEYES,POINTMAKEUP,〈あいからー〉,〈アイカラー〉,〈ｱｲｶﾗｰ〉,あいしゃどう,あいしゃどー,あいめいく,ぬーう゛ぇるあいず,アイシャドウ,アイシャドー,アイメイク,ヌーベル ヌーベルアイズ,ＥＹＥ,ＥＹＥＣＯＬＯＲ,ＮＯＵＶＥＬＬＥＥＹＥＳ,ＰＯＩＮＴＭＡＫＥＵＰ,ｱｲｼｬﾄﾞｰ,ｱｲｼｬﾄﾞｳ,ｱｲﾒｲｸ,ﾇｰｳﾞｪﾙｱｲｽﾞ,ﾇｰﾍﾞﾙ,ﾇｰﾍﾞﾙｱｲｽﾞ","{""how_to_use"": [{""text"": ""専用のチップまたはブラッシュに適量をとり、手の甲で軽くなじませてから、まぶたにのばします。"", ""image"": """", ""movie"": """", ""remarks"": """", ""image_catch"": """", ""image_explan"": """"}]}",,2013-08-18,,,,,,,https://api.albion.co.jp/storage/image/product/elegance/elegance/sku/aeenex06/swatch/aeenex06__0001.png,アイカラー,GROUP-AEENEX,,,,,,"<p>別売で、<a href=""https://www.elegance-cosmetics.com/products/el-tip-and-brush"">エレガンス チップ&amp;ブラッシュ [アイカラー用]</a>もございます。</p>",,,,"[""成分表示"", ""使用方法"", ""セット方法""]","[""GROUP-AEENZK""]",2019-08-18,,,0,0
el-nouvelle-eyes,エレガンス,MERGE,ヌーヴェル アイズ,重ねるほど、美を研ぎ澄ます。優雅に輝く4色のアイカラー,"ポイントメイク,アイメイク,アイカラー・アイシャドウ",REPLACE,Active,TRUE,web,FALSE,4,2692,"ポイントメイク,アイメイク,アイカラー・アイシャドウ",DELETE,色,07,18,AEENEX07,https://api.albion.co.jp/storage/image/product/elegance/elegance/sku/aeenex07/aeenex07__main.png,https://api.albion.co.jp/storage/image/product/elegance/elegance/sku/aeenex07/aeenex07__main.png,5500,TRUE,continue,manual,FALSE,18,Stocked,ヌーヴェル アイズ,"[""6050""]",AEENEX07,タルク・合成金雲母・水添ポリイソブテン・ミネラルオイル・リンゴ酸ジイソステアリル・ジメチコン・ワセリン・セスキステアリン酸ソルビタン・アンズ核油・センチフォリアバラ花エキス・ツバキ油・トコフェロール・ラベンダー花エキス・ローズマリーエキス・BG・PET・トリエトキシカプリリルシラン・ホウケイ酸（Ca／Al）・メタクリル酸メチルクロスポリマー・酸化スズ・水・メチルパラベン・香料・（＋／－）・グンジョウ・マイカ・酸化チタン・酸化亜鉛・酸化鉄・黄4・赤202・赤226,07,ほがらかで幸福感あふれる印象,"eye,EYECOLOR,NOUVELLEEYES,POINTMAKEUP,〈あいからー〉,〈アイカラー〉,〈ｱｲｶﾗｰ〉,あいしゃどう,あいしゃどー,あいめいく,ぬーう゛ぇるあいず,アイシャドウ,アイシャドー,アイメイク,ヌーベル ヌーベルアイズ,ＥＹＥ,ＥＹＥＣＯＬＯＲ,ＮＯＵＶＥＬＬＥＥＹＥＳ,ＰＯＩＮＴＭＡＫＥＵＰ,ｱｲｼｬﾄﾞｰ,ｱｲｼｬﾄﾞｳ,ｱｲﾒｲｸ,ﾇｰｳﾞｪﾙｱｲｽﾞ,ﾇｰﾍﾞﾙ,ﾇｰﾍﾞﾙｱｲｽﾞ",[],,2014-02-17,,,,,,,https://api.albion.co.jp/storage/image/product/elegance/elegance/sku/aeenex07/swatch/aeenex07__0001.png,アイカラー,GROUP-AEENEX,,,,,,"<p>別売で、<a href=""https://www.elegance-cosmetics.com/products/el-tip-and-brush"">エレガンス チップ&amp;ブラッシュ [アイカラー用]</a>もございます。</p>",,,,"[""成分表示"", ""使用方法"", ""セット方法""]","[""GROUP-AEENZK""]",2019-08-18,,,0,0
el-nouvelle-eyes,エレガンス,MERGE,ヌーヴェル アイズ,重ねるほど、美を研ぎ澄ます。優雅に輝く4色のアイカラー,"ポイントメイク,アイメイク,アイカラー・アイシャドウ",REPLACE,Active,TRUE,web,FALSE,5,2692,"ポイントメイク,アイメイク,アイカラー・アイシャドウ",MERGE,色,13,17,AEENEX13,https://api.albion.co.jp/storage/image/product/elegance/elegance/sku/aeenex13/aeenex13__main.png?update=2020-05-1917:20:37,https://api.albion.co.jp/storage/image/product/elegance/elegance/sku/aeenex13/aeenex13__main.png?update=2020-05-1917:20:37,5500,TRUE,continue,manual,FALSE,17,Stocked,ヌーヴェル アイズ,"[""6050""]",AEENEX13,タルク・合成金雲母・水添ポリイソブテン・ミネラルオイル・リンゴ酸ジイソステアリル・ジメチコン・ワセリン・セスキステアリン酸ソルビタン・アンズ核油・センチフォリアバラ花エキス・ツバキ種子油・トコフェロール・ラベンダー花エキス・ローズマリーエキス・BG・PET・トリエトキシカプリリルシラン・メタクリル酸メチルクロスポリマー・ラウリン酸亜鉛・酸化スズ・水・メチルパラベン・香料・グンジョウ・マイカ・酸化チタン・酸化亜鉛・酸化鉄・硫酸Ba・赤226,13,麗しく気品に満ちた印象,"eye,EYECOLOR,NOUVELLEEYES,POINTMAKEUP,〈あいからー〉,〈アイカラー〉,〈ｱｲｶﾗｰ〉,あいしゃどう,あいしゃどー,あいめいく,ぬーう゛ぇるあいず,アイシャドウ,アイシャドー,アイメイク,ヌーベル ヌーベルアイズ,ＥＹＥ,ＥＹＥＣＯＬＯＲ,ＮＯＵＶＥＬＬＥＥＹＥＳ,ＰＯＩＮＴＭＡＫＥＵＰ,ｱｲｼｬﾄﾞｰ,ｱｲｼｬﾄﾞｳ,ｱｲﾒｲｸ,ﾇｰｳﾞｪﾙｱｲｽﾞ,ﾇｰﾍﾞﾙ,ﾇｰﾍﾞﾙｱｲｽﾞ","{""how_to_use"": [{""text"": ""専用のチップまたはブラッシュに適量をとり、手の甲で軽くなじませてから、まぶたにのばします。"", ""image"": """", ""movie"": """", ""remarks"": """", ""image_catch"": """", ""image_explan"": """"}]}",,2015-02-16,,,,,,,https://api.albion.co.jp/storage/image/product/elegance/elegance/sku/aeenex13/swatch/aeenex13__0001.png,アイカラー,GROUP-AEENEX,,,,,,"<p>別売で、<a href=""https://www.elegance-cosmetics.com/products/el-tip-and-brush"">エレガンス チップ&amp;ブラッシュ [アイカラー用]</a>もございます。</p>",,,,"[""成分表示"", ""使用方法"", ""セット方法""]","[""GROUP-AEENZK""]",2019-08-18,,,0,0
el-nouvelle-eyes,エレガンス,MERGE,ヌーヴェル アイズ,重ねるほど、美を研ぎ澄ます。優雅に輝く4色のアイカラー,"ポイントメイク,アイメイク,アイカラー・アイシャドウ",REPLACE,Active,TRUE,web,FALSE,6,2692,"ポイントメイク,アイメイク,アイカラー・アイシャドウ",DELETE,色,19,16,AEENEX19,https://api.albion.co.jp/storage/image/product/elegance/elegance/sku/aeenex19/aeenex19__main.png,https://api.albion.co.jp/storage/image/product/elegance/elegance/sku/aeenex19/aeenex19__main.png,5500,TRUE,continue,manual,FALSE,16,Stocked,ヌーヴェル アイズ,"[""6050""]",AEENEX19,タルク・合成金雲母・水添ポリイソブテン・ミネラルオイル・リンゴ酸ジイソステアリル・セスキステアリン酸ソルビタン・ジメチコン・ホウケイ酸（Ca／Al）・アンズ核油・センチフォリアバラ花エキス・ツバキ種子油・トコフェロール・ラベンダー花エキス・ローズマリーエキス・BG・メタクリル酸メチルクロスポリマー・ワセリン・酸化スズ・水・メチルパラベン・香料・グンジョウ・マイカ・酸化チタン・酸化亜鉛・酸化鉄,19,優雅で女性らしい印象,"eye,EYECOLOR,NOUVELLEEYES,POINTMAKEUP,〈あいからー〉,〈アイカラー〉,〈ｱｲｶﾗｰ〉,あいしゃどう,あいしゃどー,あいめいく,ぬーう゛ぇるあいず,アイシャドウ,アイシャドー,アイメイク,ヌーベル ヌーベルアイズ,ＥＹＥ,ＥＹＥＣＯＬＯＲ,ＮＯＵＶＥＬＬＥＥＹＥＳ,ＰＯＩＮＴＭＡＫＥＵＰ,ｱｲｼｬﾄﾞｰ,ｱｲｼｬﾄﾞｳ,ｱｲﾒｲｸ,ﾇｰｳﾞｪﾙｱｲｽﾞ,ﾇｰﾍﾞﾙ,ﾇｰﾍﾞﾙｱｲｽﾞ",[],,2016-08-18,,,,,,,https://api.albion.co.jp/storage/image/product/elegance/elegance/sku/aeenex19/swatch/aeenex19__0001.png,アイカラー,GROUP-AEENEX,,,,,,"<p>別売で、<a href=""https://www.elegance-cosmetics.com/products/el-tip-and-brush"">エレガンス チップ&amp;ブラッシュ [アイカラー用]</a>もございます。</p>",,,,"[""成分表示"", ""使用方法"", ""セット方法""]","[""GROUP-AEENZK""]",2019-08-18,,,0,0
el-nouvelle-eyes,エレガンス,MERGE,ヌーヴェル アイズ,重ねるほど、美を研ぎ澄ます。優雅に輝く4色のアイカラー,"ポイントメイク,アイメイク,アイカラー・アイシャドウ",REPLACE,Active,TRUE,web,FALSE,7,2692,"ポイントメイク,アイメイク,アイカラー・アイシャドウ",MERGE,色,20,15,AEENEX20,https://api.albion.co.jp/storage/image/product/elegance/elegance/sku/aeenex20/aeenex20__main.png?update=2020-05-1917:20:37,https://api.albion.co.jp/storage/image/product/elegance/elegance/sku/aeenex20/aeenex20__main.png?update=2020-05-1917:20:37,5500,TRUE,continue,manual,FALSE,15,Stocked,ヌーヴェル アイズ,"[""6050""]",AEENEX20,合成金雲母・タルク・水添ポリイソブテン・ミネラルオイル・リンゴ酸ジイソステアリル・ジメチコン・セスキステアリン酸ソルビタン・ワセリン・ホウケイ酸（Ca／Al）・アンズ核油・センチフォリアバラ花エキス・ツバキ種子油・トコフェロール・ラベンダー花エキス・ローズマリーエキス・BG・メタクリル酸メチルクロスポリマー・酸化スズ・水・メチルパラベン・香料・グンジョウ・マイカ・酸化チタン・酸化亜鉛・酸化鉄・赤202,20,凛とした華麗な印象,"eye,EYECOLOR,NOUVELLEEYES,POINTMAKEUP,〈あいからー〉,〈アイカラー〉,〈ｱｲｶﾗｰ〉,あいしゃどう,あいしゃどー,あいめいく,ぬーう゛ぇるあいず,アイシャドウ,アイシャドー,アイメイク,ヌーベル ヌーベルアイズ,ＥＹＥ,ＥＹＥＣＯＬＯＲ,ＮＯＵＶＥＬＬＥＥＹＥＳ,ＰＯＩＮＴＭＡＫＥＵＰ,ｱｲｼｬﾄﾞｰ,ｱｲｼｬﾄﾞｳ,ｱｲﾒｲｸ,ﾇｰｳﾞｪﾙｱｲｽﾞ,ﾇｰﾍﾞﾙ,ﾇｰﾍﾞﾙｱｲｽﾞ","{""how_to_use"": [{""text"": ""専用のチップまたはブラッシュに適量をとり、手の甲で軽くなじませてから、まぶたにのばします。"", ""image"": """", ""movie"": """", ""remarks"": """", ""image_catch"": """", ""image_explan"": """"}]}",,2017-02-18,,,,,,,https://api.albion.co.jp/storage/image/product/elegance/elegance/sku/aeenex20/swatch/aeenex20__0001.png,アイカラー,GROUP-AEENEX,,,,,,"<p>別売で、<a href=""https://www.elegance-cosmetics.com/products/el-tip-and-brush"">エレガンス チップ&amp;ブラッシュ [アイカラー用]</a>もございます。</p>",,,,"[""成分表示"", ""使用方法"", ""セット方法""]","[""GROUP-AEENZK""]",2019-08-18,,,0,0
el-nouvelle-eyes,エレガンス,MERGE,ヌーヴェル アイズ,重ねるほど、美を研ぎ澄ます。優雅に輝く4色のアイカラー,"ポイントメイク,アイメイク,アイカラー・アイシャドウ",REPLACE,Active,TRUE,web,FALSE,8,2692,"ポイントメイク,アイメイク,アイカラー・アイシャドウ",DELETE,色,22,14,AEENEX22,https://api.albion.co.jp/storage/image/product/elegance/elegance/sku/aeenex22/aeenex22__main.png,https://api.albion.co.jp/storage/image/product/elegance/elegance/sku/aeenex22/aeenex22__main.png,5500,TRUE,continue,manual,FALSE,14,Stocked,ヌーヴェル アイズ,"[""6050""]",AEENEX22,合成金雲母・タルク・水添ポリイソブテン・ミネラルオイル・リンゴ酸ジイソステアリル・ジメチコン・セスキステアリン酸ソルビタン・ワセリン・アンズ核油・センチフォリアバラ花エキス・ツバキ種子油・トコフェロール・ラベンダー花エキス・ローズマリーエキス・BG・メタクリル酸メチルクロスポリマー・酸化スズ・水・メチルパラベン・香料・（PET／Al／エポキシ樹脂）ラミネート・グンジョウ・コンジョウ・マイカ・酸化チタン・酸化亜鉛・酸化鉄・赤226,22,ロマンティックでシャープな印象,"eye,EYECOLOR,NOUVELLEEYES,POINTMAKEUP,〈あいからー〉,〈アイカラー〉,〈ｱｲｶﾗｰ〉,あいしゃどう,あいしゃどー,あいめいく,ぬーう゛ぇるあいず,アイシャドウ,アイシャドー,アイメイク,ヌーベル ヌーベルアイズ,ＥＹＥ,ＥＹＥＣＯＬＯＲ,ＮＯＵＶＥＬＬＥＥＹＥＳ,ＰＯＩＮＴＭＡＫＥＵＰ,ｱｲｼｬﾄﾞｰ,ｱｲｼｬﾄﾞｳ,ｱｲﾒｲｸ,ﾇｰｳﾞｪﾙｱｲｽﾞ,ﾇｰﾍﾞﾙ,ﾇｰﾍﾞﾙｱｲｽﾞ",[],,2018-02-18,,,,,,,https://api.albion.co.jp/storage/image/product/elegance/elegance/sku/aeenex22/swatch/aeenex22__0001.png,アイカラー,GROUP-AEENEX,,,,,,"<p>別売で、<a href=""https://www.elegance-cosmetics.com/products/el-tip-and-brush"">エレガンス チップ&amp;ブラッシュ [アイカラー用]</a>もございます。</p>",,,,"[""成分表示"", ""使用方法"", ""セット方法""]","[""GROUP-AEENZK""]",2019-08-18,,,0,0
el-nouvelle-eyes,エレガンス,MERGE,ヌーヴェル アイズ,重ねるほど、美を研ぎ澄ます。優雅に輝く4色のアイカラー,"ポイントメイク,アイメイク,アイカラー・アイシャドウ",REPLACE,Active,TRUE,web,FALSE,9,2692,"ポイントメイク,アイメイク,アイカラー・アイシャドウ",MERGE,色,23,13,AEENEX23,https://api.albion.co.jp/storage/image/product/elegance/elegance/sku/aeenex23/aeenex23__main.png?update=2020-05-1917:20:37,https://api.albion.co.jp/storage/image/product/elegance/elegance/sku/aeenex23/aeenex23__main.png?update=2020-05-1917:20:37,5500,TRUE,continue,manual,FALSE,13,Stocked,ヌーヴェル アイズ,"[""6050""]",AEENEX23,合成金雲母・タルク・水添ポリイソブテン・ミネラルオイル・リンゴ酸ジイソステアリル・ジメチコン・ホウケイ酸（Ca／Al）・セスキステアリン酸ソルビタン・ワセリン・アンズ核油・センチフォリアバラ花エキス・ツバキ種子油・トコフェロール・ラベンダー花エキス・ローズマリーエキス・BG・メタクリル酸メチルクロスポリマー・酸化スズ・水・メチルパラベン・香料・（PET／Al）ラミネート・グンジョウ・マイカ・酸化チタン・酸化亜鉛・酸化鉄・黄4・赤202,23,清らかでありながらエッジーな印象,"eye,EYECOLOR,NOUVELLEEYES,POINTMAKEUP,〈あいからー〉,〈アイカラー〉,〈ｱｲｶﾗｰ〉,あいしゃどう,あいしゃどー,あいめいく,ぬーう゛ぇるあいず,アイシャドウ,アイシャドー,アイメイク,ヌーベル ヌーベルアイズ,ＥＹＥ,ＥＹＥＣＯＬＯＲ,ＮＯＵＶＥＬＬＥＥＹＥＳ,ＰＯＩＮＴＭＡＫＥＵＰ,ｱｲｼｬﾄﾞｰ,ｱｲｼｬﾄﾞｳ,ｱｲﾒｲｸ,ﾇｰｳﾞｪﾙｱｲｽﾞ,ﾇｰﾍﾞﾙ,ﾇｰﾍﾞﾙｱｲｽﾞ","{""how_to_use"": [{""text"": ""専用のチップまたはブラッシュに適量をとり、手の甲で軽くなじませてから、まぶたにのばします。"", ""image"": """", ""movie"": """", ""remarks"": """", ""image_catch"": """", ""image_explan"": """"}]}",,2018-02-18,,,,,,,https://api.albion.co.jp/storage/image/product/elegance/elegance/sku/aeenex23/swatch/aeenex23__0001.png,アイカラー,GROUP-AEENEX,,,,,,"<p>別売で、<a href=""https://www.elegance-cosmetics.com/products/el-tip-and-brush"">エレガンス チップ&amp;ブラッシュ [アイカラー用]</a>もございます。</p>",,,,"[""成分表示"", ""使用方法"", ""セット方法""]","[""GROUP-AEENZK""]",2019-08-18,,,0,0
el-nouvelle-eyes,エレガンス,MERGE,ヌーヴェル アイズ,重ねるほど、美を研ぎ澄ます。優雅に輝く4色のアイカラー,"ポイントメイク,アイメイク,アイカラー・アイシャドウ",REPLACE,Active,TRUE,web,FALSE,10,2692,"ポイントメイク,アイメイク,アイカラー・アイシャドウ",DELETE,色,24,12,AEENEX24,https://api.albion.co.jp/storage/image/product/elegance/elegance/sku/aeenex24/aeenex24__main.png?update=2020-05-1917:20:37,https://api.albion.co.jp/storage/image/product/elegance/elegance/sku/aeenex24/aeenex24__main.png?update=2020-05-1917:20:37,5500,TRUE,continue,manual,FALSE,12,Stocked,ヌーヴェル アイズ,"[""6050""]",AEENEX24,タルク・合成金雲母・水添ポリイソブテン・ミネラルオイル・リンゴ酸ジイソステアリル・ジメチコン・セスキステアリン酸ソルビタン・ワセリン・メタクリル酸メチルクロスポリマー・アンズ核油・センチフォリアバラ花エキス・ツバキ種子油・トコフェロール・ラベンダー花エキス・ローズマリー葉エキス・BG・酸化スズ・水・水酸化Al・メチルパラベン・香料・グンジョウ・コンジョウ・マイカ・酸化チタン・酸化亜鉛・酸化鉄・硫酸Ba,24,クールでいて女性らしい印象,"eye,EYECOLOR,NOUVELLEEYES,POINTMAKEUP,〈あいからー〉,〈アイカラー〉,〈ｱｲｶﾗｰ〉,あいしゃどう,あいしゃどー,あいめいく,ぬーう゛ぇるあいず,アイシャドウ,アイシャドー,アイメイク,ヌーベル ヌーベルアイズ,ＥＹＥ,ＥＹＥＣＯＬＯＲ,ＮＯＵＶＥＬＬＥＥＹＥＳ,ＰＯＩＮＴＭＡＫＥＵＰ,ｱｲｼｬﾄﾞｰ,ｱｲｼｬﾄﾞｳ,ｱｲﾒｲｸ,ﾇｰｳﾞｪﾙｱｲｽﾞ,ﾇｰﾍﾞﾙ,ﾇｰﾍﾞﾙｱｲｽﾞ",[],,2018-08-18,,,,,,,https://api.albion.co.jp/storage/image/product/elegance/elegance/sku/aeenex24/swatch/aeenex24__0001.png,アイカラー,GROUP-AEENEX,,,,,,"<p>別売で、<a href=""https://www.elegance-cosmetics.com/products/el-tip-and-brush"">エレガンス チップ&amp;ブラッシュ [アイカラー用]</a>もございます。</p>",,,,"[""成分表示"", ""使用方法"", ""セット方法""]","[""GROUP-AEENZK""]",2019-08-18,,,0,0
